geometry,series,coating,arm,t,centroid_mag,d90_mag,nav_index
corners,PEG_S2,PEG,small,3.0,1.5773513509531591,3.587099283058802,0.6575839408951253
corners,COOH_L1,COOH,large,3.0,1.8134839155971716,3.6667689067266207,0.8555653830122063
corners,COOH_L2,COOH,large,3.0,1.8663907385438692,3.7282981459388633,0.8396325466161223
corners,COOH_S1,COOH,small,3.0,0.999779873493301,2.6296571536626527,0.1748606701548298
corners,COOH_S2,COOH,small,3.0,1.3115676988981197,3.492197882788088,0.7172166370073301
corners,PEG_L3,PEG,large,3.0,1.652162135064562,3.240348547375841,0.8739306454037132
corners,PEG_S3,PEG,small,3.0,0.8418270407248125,1.7819974500868059,-0.2584012235418565
corners,COOH_L3,COOH,large,3.0,1.683061800637243,3.3517678596356535,0.9345436516030878
corners,COOH_S3,COOH,small,3.0,0.7370291562326637,1.7460526826790945,0.5870782353653512
corners,PEG_control,PEG,control,3.0,1.0073880941445719,2.1457757154931794,-0.16275730729223656
corners,COOH_control,COOH,control,3.0,0.8918223330453495,1.9178822204557502,-0.34028616855418997
corners,PEG_L1,PEG,large,3.5,2.024876222401687,3.9162000627829365,0.912956301699603
corners,PEG_L2,PEG,large,3.5,1.8415703926416118,3.670402493100993,0.903129264939005
corners,PEG_S1,PEG,small,3.5,1.1191700665158202,2.2563660550661284,0.7321060246208638
corners,PEG_S2,PEG,small,3.5,1.5819747035827996,3.634441167714807,0.7755346718360874
corners,COOH_L1,COOH,large,3.5,1.8830022656865744,3.730420882003161,0.8505956580086578
corners,COOH_L2,COOH,large,3.5,1.95807789333378,3.8323756431074743,0.8531601072328735
corners,COOH_S1,COOH,small,3.5,1.1055635182938706,2.508732291426248,0.6008990464256827
corners,COOH_S2,COOH,small,3.5,1.3175860190616933,3.391277453838679,0.726641815499512
corners,PEG_L3,PEG,large,3.5,1.6998315331825402,3.3059519885739403,0.868492469861225
corners,PEG_S3,PEG,small,3.5,0.8515951120679089,1.8080614200037042,-0.12625122842707154
corners,COOH_L3,COOH,large,3.5,1.7022250770454184,3.4033542812037716,0.9311927527405613
corners,COOH_S3,COOH,small,3.5,0.7588802531399531,1.7102880215343206,0.6277174507647778
corners,PEG_control,PEG,control,3.5,0.8917144767303563,2.069512525471424,0.029801472023910397
corners,COOH_control,COOH,control,3.5,0.9192946493564503,1.8305440807079894,-0.521855553296649
corners,PEG_L1,PEG,large,4.0,2.1154582586405035,3.969441060494342,0.9445282107014674
corners,PEG_L2,PEG,large,4.0,1.9071110799904556,3.705945886383312,0.9041364598682029
corners,PEG_S1,PEG,small,4.0,1.2848368754004826,2.955115966212633,0.8039853734420294
corners,PEG_S2,PEG,small,4.0,1.6499070108630776,3.7073825808190923,0.7809371559329269
corners,COOH_L1,COOH,large,4.0,1.940450249039591,3.774245844992793,0.8516012844752567
corners,COOH_L2,COOH,large,4.0,2.067717191424271,3.8919828076158005,0.7795831300714272
corners,COOH_S1,COOH,small,4.0,1.0223978930425537,2.4869524310849735,0.2502361651860573
corners,COOH_S2,COOH,small,4.0,1.4008680600138113,3.4923580706363113,0.6704643953645769
corners,PEG_L3,PEG,large,4.0,1.708064457531124,3.3085110356983143,0.8886391432025889
corners,PEG_S3,PEG,small,4.0,0.8169531800867046,1.7253148253809765,-0.12154725562262074
corners,COOH_L3,COOH,large,4.0,1.8205831322210937,3.484421126175126,0.8744210307749384
corners,COOH_S3,COOH,small,4.0,0.7770258321702128,1.690900089969305,0.6998385265608037
corners,PEG_control,PEG,control,4.0,0.8608984861112011,2.0376805833241503,0.07670450711570802
corners,COOH_control,COOH,control,4.0,1.1290387852322221,2.2631482633949744,-0.4872738605602598
corners,PEG_L1,PEG,large,4.5,2.3207708608724236,4.048296639494647,0.8071896815688506
corners,PEG_L2,PEG,large,4.5,1.923665046790707,3.7212003945080334,0.9009590820258655
corners,PEG_S1,PEG,small,4.5,1.2678029980495504,2.840785544144403,0.7478124508918487
corners,PEG_S2,PEG,small,4.5,1.646091703686506,3.609141115066001,0.7167677340122284
corners,COOH_L1,COOH,large,4.5,1.9455329534070576,3.7925471931469046,0.8617678436897767
corners,COOH_L2,COOH,large,4.5,1.9575452960768158,3.8312785214481297,0.918798212365322
corners,COOH_S1,COOH,small,4.5,1.1309590989033798,2.789252030351533,0.339994989956084
corners,COOH_S2,COOH,small,4.5,1.4269366340934788,3.4405694263968822,0.7235151349993104
corners,PEG_L3,PEG,large,4.5,1.7179817531581358,3.313665568876099,0.9051260909026448
corners,PEG_S3,PEG,small,4.5,0.853654479126003,1.7843652768389213,0.051714947228377404
corners,COOH_L3,COOH,large,4.5,1.6870591662046794,3.422227783316174,0.9364956756525196
corners,COOH_S3,COOH,small,4.5,0.8312197783375798,1.772281653469653,0.7564059656942704
corners,PEG_control,PEG,control,4.5,0.8746066480661071,1.9620519609684677,-0.0964840059621342
corners,COOH_control,COOH,control,4.5,0.9550821707081244,1.9131811059378918,-0.4803335114680569
corners,PEG_L1,PEG,large,5.0,2.368162273470241,4.0781299070063115,0.8013448460425074
corners,PEG_L2,PEG,large,5.0,1.9525364384532815,3.743893829559326,0.9028998147754804
corners,PEG_S1,PEG,small,5.0,1.1490348494383824,2.326077489413577,0.731483618805715
corners,PEG_S2,PEG,small,5.0,1.6354532020111932,3.6007961019056713,0.7447967470419047
corners,COOH_L1,COOH,large,5.0,1.9571055631713954,3.803465843182745,0.8657085737461974
corners,COOH_L2,COOH,large,5.0,1.9951869744557793,3.864562614101232,0.8343747660121396
corners,COOH_S1,COOH,small,5.0,1.2135857528685792,2.81150968332362,0.42919825536688694
corners,COOH_S2,COOH,small,5.0,1.4965828186952757,3.4078971329167693,0.7597122284584941
corners,PEG_L3,PEG,large,5.0,1.7292434683799365,3.3217441961839294,0.8877664428172799
corners,COOH_L3,COOH,large,5.0,1.692483735461959,3.430152817270576,0.931267406837973
corners,COOH_S3,COOH,small,5.0,1.0920941676453597,2.524701308999033,0.8181425019267587
corners,PEG_control,PEG,control,5.0,0.9057207252179134,2.0106368926296856,-0.10376737707136381
corners,COOH_control,COOH,control,5.0,0.8115545269909511,1.7204178059729467,-0.4373828747181857
corners,PEG_S3,PEG,small,5.0,0.8260613865918472,1.726734695562728,0.013859752819946303
corners,PEG_L1,PEG,large,5.5,2.3930105565243736,4.088581678757796,0.7911278172785418
corners,PEG_L2,PEG,large,5.5,1.984687149105753,3.7492253519400824,0.9124901110310679
corners,PEG_S1,PEG,small,5.5,1.289126404873794,2.7323152868665352,0.7383102851671756
corners,PEG_S2,PEG,small,5.5,1.6879696256331362,3.7211219769324044,0.8080223036355952
corners,COOH_L1,COOH,large,5.5,1.972932447238803,3.806882574452761,0.851610140067704
corners,COOH_L2,COOH,large,5.5,1.9926059276520003,3.8424582322357024,0.8091015951085646
corners,COOH_S1,COOH,small,5.5,1.3650181957725693,2.800158801121388,0.6400448684769311
corners,COOH_S2,COOH,small,5.5,1.5589229897034602,3.493177393495191,0.7609278396654497
corners,PEG_L3,PEG,large,5.5,1.7058735158314826,3.3000762011144498,0.8932759800890098
corners,COOH_L3,COOH,large,5.5,1.710930072547355,3.445183295600273,0.9290623331277708
corners,COOH_S3,COOH,small,5.5,1.0470673047787118,2.296670800304755,0.8129851727870081
corners,PEG_S3,PEG,small,5.5,0.8040457243889437,1.679037201331897,-0.05296737551961281
corners,PEG_control,PEG,control,5.5,0.7402818246690632,1.9492595938954849,0.16684595822146892
corners,COOH_control,COOH,control,5.5,0.7798580137631237,1.706157927279669,-0.28188475848990074
corners,PEG_L1,PEG,large,6.0,2.3768783839593013,4.090236457026419,0.7938683930834524
corners,PEG_L2,PEG,large,6.0,1.9713047349481652,3.740437944954859,0.8994277222843571
corners,PEG_S1,PEG,small,6.0,1.31460566023733,2.71490883833999,0.7360580081427873
corners,PEG_S2,PEG,small,6.0,1.667573804488392,3.599308507977793,0.7765434903176534
corners,COOH_L1,COOH,large,6.0,1.9869938121998612,3.813437941244653,0.8423091250689134
corners,COOH_L2,COOH,large,6.0,1.9141445335995138,3.7305639195040974,0.8291674358564816
corners,COOH_S1,COOH,small,6.0,1.4405140315180573,2.8368656463896245,0.6467502285691411
corners,COOH_S2,COOH,small,6.0,1.5522745206842623,3.533745348430394,0.7286457602090276
corners,PEG_L3,PEG,large,6.0,1.7113723588992291,3.311059972806354,0.8913948438010555
corners,COOH_L3,COOH,large,6.0,1.8162005725586636,3.50995059054952,0.8571748299471543
corners,COOH_S3,COOH,small,6.0,1.1076112925950699,2.4045504225877625,0.7874948275566446
corners,PEG_S3,PEG,small,6.0,0.8453577384353171,1.748594558912444,0.13096851840836807
corners,COOH_control,COOH,control,6.0,0.8233708375065837,1.7501638826785149,-0.4979289262053787
corners,PEG_control,PEG,control,6.0,0.822960896007103,1.9955606528851955,0.08160029940269391
