day,agarose,arm,coating,series,t,front_right,front_left,front,wall_mm,front_thr15,front_thr20,front_thr25,front_thr30,front_thr35,centroid,d90,gap_mm
Day 1,0.4%,large,PEG,PEG_L1,4.0,4.208333333333334,0.0,4.208333333333334,4.229166666666667,4.229166666666667,4.229166666666667,4.208333333333334,4.187500000000001,4.166666666666667,2.0020234096167666,3.683711114017117,0.6875000000000001
Day 1,0.4%,large,PEG,PEG_L1,4.5,4.208333333333334,0.0,4.208333333333334,4.229166666666667,4.229166666666667,4.229166666666667,4.208333333333334,4.187500000000001,4.166666666666667,2.172027265992847,3.7559343694561975,0.6875000000000001
Day 1,0.4%,large,PEG,PEG_L1,5.0,4.208333333333334,0.0,4.208333333333334,4.229166666666667,4.229166666666667,4.229166666666667,4.208333333333334,4.187500000000001,4.166666666666667,2.199761398137091,3.782958619573012,0.6875000000000001
Day 1,0.4%,large,PEG,PEG_L1,5.5,4.187500000000001,0.0,4.187500000000001,4.229166666666667,4.229166666666667,4.229166666666667,4.187500000000001,4.166666666666667,4.145833333333334,2.266162905025723,3.7890538118328987,0.6875000000000001
Day 1,0.4%,large,PEG,PEG_L1,6.0,4.208333333333334,0.0,4.208333333333334,4.229166666666667,4.229166666666667,4.229166666666667,4.208333333333334,4.166666666666667,4.145833333333334,2.189075988056861,3.7868885707817634,0.6875000000000001
Day 1,0.4%,large,PEG,PEG_L2,0.0,0.0,0.0,0.0,4.270833333333334,0.0,0.0,0.0,0.0,0.0,,,0.6666666666666667
Day 1,0.4%,large,PEG,PEG_L2,0.5,0.9166666666666667,0.0,0.9166666666666667,4.270833333333334,1.0208333333333335,0.9583333333333335,0.9166666666666667,0.8541666666666667,0.7708333333333334,1.2306835744839513,3.539654152882326,0.6666666666666667
Day 1,0.4%,large,PEG,PEG_L2,1.0,1.2083333333333335,0.0,1.2083333333333335,4.270833333333334,1.3750000000000002,1.2916666666666667,1.2083333333333335,1.1458333333333335,1.0833333333333335,1.3553695943946562,3.5434242622306527,0.6666666666666667
Day 1,0.4%,large,PEG,PEG_L2,1.5,1.7083333333333335,0.0,1.7083333333333335,4.270833333333334,2.0833333333333335,1.854166666666667,1.7083333333333335,1.6041666666666667,1.5000000000000002,1.5855938323974388,3.5918591846990666,0.6666666666666667
Day 1,0.4%,large,PEG,PEG_L2,2.0,2.5833333333333335,0.0,2.5833333333333335,4.270833333333334,4.229166666666667,2.854166666666667,2.5833333333333335,2.3333333333333335,2.104166666666667,1.634973049626371,3.4823988189186514,0.6666666666666667
Day 1,0.4%,large,PEG,PEG_L2,2.5,4.187500000000001,0.0,4.187500000000001,4.270833333333334,4.250000000000001,4.229166666666667,4.187500000000001,2.8333333333333335,2.541666666666667,1.8672188480012877,3.6518639039580343,0.6666666666666667
Day 1,0.4%,large,PEG,PEG_L2,3.0,4.208333333333334,0.0,4.208333333333334,4.270833333333334,3.666666666666667,4.250000000000001,4.208333333333334,4.187500000000001,2.6250000000000004,1.9893310345918238,3.743873124841089,0.6666666666666667
Day 1,0.4%,large,PEG,PEG_L2,3.5,4.229166666666667,0.0,4.229166666666667,4.270833333333334,3.645833333333334,4.250000000000001,4.229166666666667,4.187500000000001,4.083333333333334,2.056740638412558,3.779087307750231,0.6666666666666667
Day 1,0.4%,large,PEG,PEG_L2,4.0,4.250000000000001,0.0,4.250000000000001,4.270833333333334,3.645833333333334,4.270833333333334,4.250000000000001,4.208333333333334,4.187500000000001,2.063775557109551,3.7973678802990234,0.6666666666666667
Day 1,0.4%,large,PEG,PEG_L2,4.5,4.250000000000001,0.0,4.250000000000001,4.270833333333334,4.270833333333334,4.270833333333334,4.250000000000001,4.208333333333334,4.187500000000001,2.0178375299390803,3.7745334081172914,0.6666666666666667
Day 1,0.4%,large,PEG,PEG_L2,5.0,4.250000000000001,0.0,4.250000000000001,4.270833333333334,4.270833333333334,4.270833333333334,4.250000000000001,4.229166666666667,4.208333333333334,2.0408638678422473,3.794043906543907,0.6666666666666667
Day 1,0.4%,large,PEG,PEG_L2,5.5,4.250000000000001,0.0,4.250000000000001,4.270833333333334,4.270833333333334,4.270833333333334,4.250000000000001,4.229166666666667,4.208333333333334,2.0351197698814616,3.7931818950015552,0.6666666666666667
Day 1,0.4%,large,PEG,PEG_L2,6.0,4.250000000000001,0.0,4.250000000000001,4.270833333333334,4.270833333333334,4.270833333333334,4.250000000000001,4.229166666666667,4.208333333333334,2.17937748482064,3.8114759427143268,0.6666666666666667
Day 1,0.4%,large,PEG,PEG_L3,0.0,0.0,0.0,0.0,3.8125000000000004,0.0,0.0,0.0,0.0,0.0,,,0.8333333333333335
Day 1,0.4%,large,PEG,PEG_L3,0.5,0.0,0.0,0.0,3.8125000000000004,0.0,0.0,0.0,0.0,0.0,1.8844388754779133,3.7215774384321434,0.8333333333333335
Day 1,0.4%,large,PEG,PEG_L3,1.0,0.0,0.0,0.0,3.8125000000000004,0.0,0.0,0.0,0.0,0.0,1.165356976465255,3.3468143635188783,0.8333333333333335
Day 1,0.4%,large,PEG,PEG_L3,1.5,0.0,0.0,0.0,3.8125000000000004,1.0625000000000002,0.7916666666666667,0.0,0.0,0.0,1.2850607611164437,3.066100847505035,0.8333333333333335
Day 1,0.4%,large,PEG,PEG_L3,2.0,0.0,0.0,0.0,3.8125000000000004,1.7500000000000002,1.2083333333333335,0.0,0.0,0.0,1.48439727029788,3.0590210730859306,0.8333333333333335
Day 1,0.4%,large,PEG,PEG_L3,2.5,0.0,0.0,0.0,3.8125000000000004,2.0,0.0,0.0,0.0,0.0,1.6657380089152771,3.1750180182508374,0.8333333333333335
Day 1,0.4%,large,PEG,PEG_L3,3.0,0.0,0.0,0.0,3.8125000000000004,2.5625000000000004,0.0,0.0,0.0,0.0,1.8162463918019485,3.2524812009995174,0.8333333333333335
Day 1,0.4%,large,PEG,PEG_L3,3.5,0.0,0.0,0.0,3.8125000000000004,0.0,0.0,0.0,0.0,0.0,1.9255014342288315,3.4129884937567025,0.8333333333333335
Day 1,0.4%,large,PEG,PEG_L3,4.0,0.0,0.0,0.0,3.8125000000000004,0.0,0.0,0.0,0.0,0.0,1.9572306787628817,3.3839630238854057,0.8333333333333335
Day 1,0.4%,large,PEG,PEG_L3,4.5,0.0,0.0,0.0,3.8125000000000004,0.0,0.0,0.0,0.0,0.0,1.9991013369273032,3.4302440104318723,0.8333333333333335
Day 1,0.4%,large,PEG,PEG_L3,5.0,0.0,0.0,0.0,3.8125000000000004,0.0,0.0,0.0,0.0,0.0,1.8798902859213056,3.346324539141042,0.8333333333333335
Day 1,0.4%,large,PEG,PEG_L3,5.5,0.0,0.0,0.0,3.8125000000000004,0.0,0.0,0.0,0.0,0.0,1.989532751778345,3.4133928426280415,0.8333333333333335
Day 1,0.4%,large,PEG,PEG_L3,6.0,0.0,0.0,0.0,3.8125000000000004,0.0,0.0,0.0,0.0,0.0,1.9755646751300417,3.4145652717658685,0.8333333333333335
Day 1,0.4%,small,PEG,PEG_S1,0.0,0.0,0.0,0.0,4.458333333333334,0.0,0.0,0.0,0.0,0.0,,,0.7291666666666667
Day 1,0.4%,small,PEG,PEG_S1,0.5,0.8750000000000001,0.0,0.8750000000000001,4.458333333333334,1.0416666666666667,0.9166666666666667,0.8750000000000001,0.8333333333333335,0.8125000000000001,0.6865661769961854,1.3525171111884502,0.7291666666666667
Day 1,0.4%,small,PEG,PEG_S1,1.0,0.6041666666666667,0.0,0.6041666666666667,4.458333333333334,0.9375000000000001,0.8541666666666667,0.6041666666666667,0.0,0.0,0.518623891343037,1.1455641216944379,0.7291666666666667
Day 1,0.4%,small,PEG,PEG_S1,1.5,0.9375000000000001,0.0,0.9375000000000001,4.458333333333334,1.0833333333333335,1.0208333333333335,0.9375000000000001,0.8750000000000001,0.7500000000000001,0.7165495736915322,1.7216388598355774,0.7291666666666667
Day 1,0.4%,small,PEG,PEG_S1,2.0,1.1666666666666667,0.0,1.1666666666666667,4.458333333333334,1.3333333333333335,1.2500000000000002,1.1666666666666667,1.1250000000000002,1.0416666666666667,0.9696245212055988,2.53204813939752,0.7291666666666667
Day 1,0.4%,small,PEG,PEG_S1,2.5,1.2916666666666667,0.0,1.2916666666666667,4.458333333333334,1.4791666666666667,1.3750000000000002,1.2916666666666667,1.2291666666666667,1.1666666666666667,1.1085926290200465,2.814312174733888,0.7291666666666667
Day 1,0.4%,small,PEG,PEG_S1,3.0,1.1666666666666667,0.0,1.1666666666666667,4.458333333333334,1.3333333333333335,1.2291666666666667,1.1666666666666667,1.0833333333333335,1.0208333333333335,1.1961507108478462,3.0766065248529824,0.7291666666666667
Day 1,0.4%,small,PEG,PEG_S1,3.5,1.4583333333333335,0.0,1.4583333333333335,4.458333333333334,1.6875000000000002,1.5416666666666667,1.4583333333333335,1.3750000000000002,1.2916666666666667,1.2134746845451267,2.8277567740811276,0.7291666666666667
Day 1,0.4%,small,PEG,PEG_S1,4.0,1.5208333333333335,0.0,1.5208333333333335,4.458333333333334,1.791666666666667,1.6458333333333335,1.5208333333333335,1.4375000000000002,1.3541666666666667,1.2556982272394888,2.969941611124007,0.7291666666666667
Day 1,0.4%,small,PEG,PEG_S1,4.5,1.5000000000000002,0.0,1.5000000000000002,4.458333333333334,1.791666666666667,1.6041666666666667,1.5000000000000002,1.4166666666666667,1.3333333333333335,1.3154516665803082,3.0645194235208364,0.7291666666666667
Day 1,0.4%,small,PEG,PEG_S1,5.0,1.854166666666667,0.0,1.854166666666667,4.458333333333334,2.166666666666667,1.979166666666667,1.854166666666667,1.7500000000000002,1.6458333333333335,1.384245070388998,2.710799377067078,0.7291666666666667
Day 1,0.4%,small,PEG,PEG_S1,5.5,1.666666666666667,0.0,1.666666666666667,4.458333333333334,1.9375000000000002,1.7708333333333335,1.666666666666667,1.5625000000000002,1.4791666666666667,1.3529265760692657,2.9242458079912153,0.7291666666666667
Day 1,0.4%,small,PEG,PEG_S1,6.0,1.729166666666667,0.0,1.729166666666667,4.458333333333334,2.041666666666667,1.8750000000000002,1.729166666666667,1.6250000000000002,1.5416666666666667,1.42153535184749,2.91316258695078,0.7291666666666667
Day 1,0.4%,small,PEG,PEG_S2,0.0,0.0,0.0,0.0,4.375000000000001,0.0,0.0,0.0,0.0,0.0,,,0.5625000000000001
Day 1,0.4%,small,PEG,PEG_S2,0.5,0.0,0.0,0.0,4.375000000000001,0.0,0.0,0.0,0.0,0.0,1.4844167665967853,3.830242828625339,0.5625000000000001
Day 1,0.4%,small,PEG,PEG_S2,1.0,0.0,0.0,0.0,4.375000000000001,0.0,0.0,0.0,0.0,0.0,1.5744105288146657,3.7746663232857087,0.5625000000000001
Day 1,0.4%,small,PEG,PEG_S2,1.5,0.0,0.0,0.0,4.375000000000001,0.7708333333333334,0.6041666666666667,0.0,0.0,0.0,1.4747144014276943,3.683451969902026,0.5625000000000001
Day 1,0.4%,small,PEG,PEG_S2,2.0,0.7708333333333334,0.0,0.7708333333333334,4.375000000000001,1.5625000000000002,0.8958333333333335,0.7708333333333334,0.0,0.0,1.6212440598819542,3.7427557973022916,0.5625000000000001
Day 1,0.4%,small,PEG,PEG_S2,2.5,0.8541666666666667,0.0,0.8541666666666667,4.375000000000001,1.5625000000000002,0.9583333333333335,0.8541666666666667,0.7291666666666667,0.0,1.7275028203595242,3.7332284306295467,0.5625000000000001
Day 1,0.4%,small,PEG,PEG_S2,3.0,0.9583333333333335,0.0,0.9583333333333335,4.375000000000001,1.6250000000000002,1.4583333333333335,0.9583333333333335,0.8541666666666667,0.7291666666666667,1.6835210901659194,3.6542096018064285,0.5625000000000001
Day 1,0.4%,small,PEG,PEG_S2,3.5,1.4791666666666667,0.0,1.4791666666666667,4.375000000000001,1.7708333333333335,1.6041666666666667,1.4791666666666667,1.0833333333333335,0.9583333333333335,1.655217587305876,3.6427741384758328,0.5625000000000001
Day 1,0.4%,small,PEG,PEG_S2,4.0,1.6041666666666667,0.0,1.6041666666666667,4.375000000000001,4.125000000000001,1.791666666666667,1.6041666666666667,1.5000000000000002,1.3958333333333335,1.7179513886657676,3.7305972131617446,0.5625000000000001
Day 1,0.4%,small,PEG,PEG_S2,4.5,1.6250000000000002,0.0,1.6250000000000002,4.375000000000001,3.375,1.7500000000000002,1.6250000000000002,1.4791666666666667,1.0416666666666667,1.7168730838140533,3.6362271352365574,0.5625000000000001
Day 1,0.4%,small,PEG,PEG_S2,5.0,1.6875000000000002,0.0,1.6875000000000002,4.375000000000001,4.0,1.916666666666667,1.6875000000000002,1.5625000000000002,1.4583333333333335,1.6981317255801516,3.6301027083304547,0.5625000000000001
Day 1,0.4%,small,PEG,PEG_S2,5.5,1.7708333333333335,0.0,1.7708333333333335,4.375000000000001,4.104166666666667,2.2083333333333335,1.7708333333333335,1.6041666666666667,1.5000000000000002,1.7224317572215428,3.693290094995425,0.5625000000000001
Day 1,0.4%,small,PEG,PEG_S2,6.0,1.7708333333333335,0.0,1.7708333333333335,4.375000000000001,3.416666666666667,4.0,1.7708333333333335,1.6041666666666667,1.4791666666666667,1.7417606281905622,3.645910918950943,0.5625000000000001
Day 1,0.4%,small,PEG,PEG_S3,0.0,0.0,0.0,0.0,3.791666666666667,0.0,0.0,0.0,0.0,0.0,,,0.7083333333333334
Day 1,0.4%,small,PEG,PEG_S3,0.5,0.0,0.0,0.0,3.791666666666667,0.0,0.0,0.0,0.0,0.0,0.3345754345833435,0.3769900582670513,0.7083333333333334
Day 1,0.4%,small,PEG,PEG_S3,1.0,0.0,0.0,0.0,3.791666666666667,0.0,0.0,0.0,0.0,0.0,0.31512670348482263,0.3708544204173511,0.7083333333333334
Day 1,0.4%,small,PEG,PEG_S3,1.5,0.0,0.0,0.0,3.791666666666667,0.0,0.0,0.0,0.0,0.0,0.28093891786413167,0.3620216739858766,0.7083333333333334
Day 1,0.4%,small,PEG,PEG_S3,2.0,0.0,0.0,0.0,3.791666666666667,0.0,0.0,0.0,0.0,0.0,0.3670329278893149,0.46948552713400793,0.7083333333333334
Day 1,0.4%,small,PEG,PEG_S3,2.5,0.0,0.0,0.0,3.791666666666667,0.0,0.0,0.0,0.0,0.0,0.34100286127294943,0.5226093858755843,0.7083333333333334
Day 1,0.4%,small,PEG,PEG_S3,3.0,0.0,0.0,0.0,3.791666666666667,-0.6041666666666667,0.0,0.0,0.0,0.0,0.3950881338040076,0.6206240704973691,0.7083333333333334
Day 1,0.4%,small,PEG,PEG_S3,3.5,0.0,0.0,0.0,3.791666666666667,0.0,0.0,0.0,0.0,0.0,0.4567287172141389,0.7409603429752124,0.7083333333333334
Day 1,0.4%,small,PEG,PEG_S3,4.0,0.0,0.0,0.0,3.791666666666667,-0.6041666666666667,0.0,0.0,0.0,0.0,0.48252516777310644,0.8027369150790895,0.7083333333333334
Day 1,0.4%,small,PEG,PEG_S3,4.5,0.0,0.0,0.0,3.791666666666667,0.7083333333333334,0.0,0.0,0.0,0.0,0.6490461142707412,1.2161974929759223,0.7083333333333334
Day 1,0.4%,small,PEG,PEG_S3,5.0,0.0,0.0,0.0,3.791666666666667,0.7916666666666667,0.0,0.0,0.0,0.0,0.6575235143477145,1.186876711786591,0.7083333333333334
Day 1,0.4%,small,PEG,PEG_S3,5.5,0.0,0.0,0.0,3.791666666666667,0.14583333333333337,0.0,0.0,0.0,0.0,0.6138991852287596,1.1159643298377513,0.7083333333333334
Day 1,0.4%,small,PEG,PEG_S3,6.0,0.0,0.0,0.0,3.791666666666667,1.2916666666666667,1.1250000000000002,0.0,0.0,0.0,0.839507402378785,1.7254453530888045,0.7083333333333334
Day 1,0.4%,control,PEG,PEG_control,0.0,0.0,0.0,0.0,4.062500000000001,0.0,0.0,0.0,0.0,0.0,,,0.6666666666666667
Day 1,0.4%,control,PEG,PEG_control,0.5,0.0,0.0,0.0,4.062500000000001,0.0,0.0,0.0,0.0,0.0,0.5953536633844441,1.158508870341177,0.6666666666666667
Day 1,0.4%,control,PEG,PEG_control,1.0,0.0,0.0,0.0,4.062500000000001,0.0,0.0,0.0,0.0,0.0,0.49320970140345644,1.1039323503089093,0.6666666666666667
Day 1,0.4%,control,PEG,PEG_control,1.5,0.0,0.0,0.0,4.062500000000001,0.0,0.0,0.0,0.0,0.0,0.469974775989846,1.1278597957288767,0.6666666666666667
Day 1,0.4%,control,PEG,PEG_control,2.0,0.0,0.0,0.0,4.062500000000001,0.0,0.0,0.0,0.0,0.0,0.3554437919479201,0.9224398596579602,0.6666666666666667
Day 1,0.4%,control,PEG,PEG_control,2.5,0.0,0.0,0.0,4.062500000000001,0.0,0.0,0.0,0.0,0.0,0.26141383013248254,0.4541065148292283,0.6666666666666667
Day 1,0.4%,control,PEG,PEG_control,3.0,0.0,0.0,0.0,4.062500000000001,0.0,0.0,0.0,0.0,0.0,0.23263910169818056,0.3928590739780549,0.6666666666666667
Day 1,0.4%,control,PEG,PEG_control,3.5,0.0,0.0,0.0,4.062500000000001,0.0,0.0,0.0,0.0,0.0,0.1966332107013198,0.3293607232088147,0.6666666666666667
Day 1,0.4%,control,PEG,PEG_control,4.0,0.0,0.0,0.0,4.062500000000001,0.0,0.0,0.0,0.0,0.0,0.1994736687989575,0.3354667158251427,0.6666666666666667
Day 1,0.4%,control,PEG,PEG_control,4.5,0.0,0.0,0.0,4.062500000000001,0.0,0.0,0.0,0.0,0.0,0.18579179896959322,0.32768181925190526,0.6666666666666667
Day 1,0.4%,control,PEG,PEG_control,5.0,0.0,0.0,0.0,4.062500000000001,0.0,0.0,0.0,0.0,0.0,0.1878203962309384,0.33139875518952766,0.6666666666666667
Day 1,0.4%,control,PEG,PEG_control,5.5,0.0,0.0,0.0,4.062500000000001,0.0,0.0,0.0,0.0,0.0,0.19325084829476233,0.37360755845372345,0.6666666666666667
Day 1,0.4%,control,PEG,PEG_control,6.0,0.0,0.0,0.0,4.062500000000001,0.0,0.0,0.0,0.0,0.0,0.2141991242689808,0.3690047603350312,0.6666666666666667
Day 2,0.6%,control,PEG,PEG_non-BSA_control,0.0,0.0,0.0,0.0,4.541666666666667,0.0,0.0,0.0,0.0,0.0,,,0.8125000000000001
Day 2,0.6%,control,PEG,PEG_non-BSA_control,0.5,0.0,0.0,0.0,4.541666666666667,0.0,0.0,0.0,0.0,0.0,3.1103256005781654,4.123303791364684,0.8125000000000001
Day 2,0.6%,control,PEG,PEG_non-BSA_control,1.0,0.0,0.0,0.0,4.541666666666667,0.0,0.0,0.0,0.0,0.0,3.006900256568624,4.078661568161647,0.8125000000000001
Day 2,0.6%,control,PEG,PEG_non-BSA_control,1.5,0.0,0.0,0.0,4.541666666666667,0.0,0.0,0.0,0.0,0.0,2.553065683269416,4.040481311273,0.8125000000000001
Day 2,0.6%,control,PEG,PEG_non-BSA_control,2.0,0.0,0.0,0.0,4.541666666666667,0.0,0.0,0.0,0.0,0.0,2.591357486008594,4.011598836603183,0.8125000000000001
Day 2,0.6%,control,PEG,PEG_non-BSA_control,2.5,0.0,0.0,0.0,4.541666666666667,-0.6875000000000001,0.0,0.0,0.0,0.0,2.350211714979411,3.9538156281603607,0.8125000000000001
Day 2,0.6%,control,PEG,PEG_non-BSA_control,3.0,0.0,0.0,0.0,4.541666666666667,-0.7083333333333334,0.0,0.0,0.0,0.0,2.088754225448843,3.9240835783454955,0.8125000000000001
Day 2,0.6%,control,PEG,PEG_non-BSA_control,3.5,0.0,0.0,0.0,4.541666666666667,-0.7083333333333334,0.0,0.0,0.0,0.0,2.0756953917662693,3.898996863528142,0.8125000000000001
Day 2,0.6%,control,PEG,PEG_non-BSA_control,4.0,0.0,0.0,0.0,4.541666666666667,-0.7083333333333334,0.0,0.0,0.0,0.0,2.1618913857485467,3.895751651219284,0.8125000000000001
Day 2,0.6%,control,PEG,PEG_non-BSA_control,4.5,0.0,0.0,0.0,4.541666666666667,-0.6666666666666667,-0.6041666666666667,0.0,0.0,0.0,2.002907094004144,3.878206911704439,0.8125000000000001
Day 2,0.6%,control,PEG,PEG_non-BSA_control,5.0,0.0,0.0,0.0,4.541666666666667,-0.6666666666666667,-0.6041666666666667,0.0,0.0,0.0,2.0266533726884486,3.8562110330413133,0.8125000000000001
Day 2,0.6%,control,PEG,PEG_non-BSA_control,5.5,0.0,0.0,0.0,4.541666666666667,-0.6875000000000001,-0.6458333333333334,0.0,0.0,0.0,1.695186503965715,3.791487791880082,0.8125000000000001
Day 2,0.6%,control,PEG,PEG_non-BSA_control,6.0,0.0,0.6041666666666667,-0.6041666666666667,4.541666666666667,-0.7083333333333334,-0.6666666666666667,-0.6041666666666667,0.0,0.0,1.5452496893880852,3.718765094875478,0.8125000000000001
Day 2,0.6%,large,PEG,PEG_non-BSA_r1,0.0,0.0,0.0,0.0,4.479166666666667,0.0,0.0,0.0,0.0,0.0,,,0.7083333333333334
Day 2,0.6%,large,PEG,PEG_non-BSA_r1,0.5,1.0625000000000002,0.6250000000000001,0.4375000000000001,4.479166666666667,0.5000000000000001,0.4583333333333335,0.4375000000000001,1.0208333333333335,0.9583333333333335,0.7754611019831615,1.1820850864141283,0.7083333333333334
Day 2,0.6%,large,PEG,PEG_non-BSA_r1,1.0,0.0,0.0,0.0,4.479166666666667,1.1458333333333335,0.0,0.0,0.0,0.0,1.349675290247998,3.069484401802986,0.7083333333333334
Day 2,0.6%,large,PEG,PEG_non-BSA_r1,1.5,0.0,0.0,0.0,4.479166666666667,1.5416666666666667,1.3333333333333335,0.0,0.0,0.0,1.5130416227177943,3.295742810438882,0.7083333333333334
Day 2,0.6%,large,PEG,PEG_non-BSA_r1,2.0,1.666666666666667,0.0,1.666666666666667,4.479166666666667,2.2708333333333335,1.979166666666667,1.666666666666667,0.0,0.0,1.8226950730008824,3.742600644569778,0.7083333333333334
Day 2,0.6%,large,PEG,PEG_non-BSA_r1,2.5,2.2708333333333335,0.0,2.2708333333333335,4.479166666666667,3.416666666666667,2.7500000000000004,2.2708333333333335,0.0,0.0,2.0263126755800904,3.835582705704761,0.7083333333333334
Day 2,0.6%,large,PEG,PEG_non-BSA_r1,3.0,0.0,0.0,0.0,4.479166666666667,3.3125000000000004,2.5625000000000004,0.0,0.0,0.0,2.092463422727721,3.925410600970512,0.7083333333333334
Day 2,0.6%,large,PEG,PEG_non-BSA_r1,3.5,0.0,0.0,0.0,4.479166666666667,3.604166666666667,2.9375000000000004,0.0,0.0,0.0,2.135918030779551,3.9742690519865618,0.7083333333333334
Day 2,0.6%,large,PEG,PEG_non-BSA_r1,4.0,0.0,0.0,0.0,4.479166666666667,4.458333333333334,3.229166666666667,0.0,0.0,0.0,2.163429397469704,4.024972358596258,0.7083333333333334
Day 2,0.6%,large,PEG,PEG_non-BSA_r1,4.5,0.0,0.0,0.0,4.479166666666667,4.479166666666667,3.395833333333334,0.0,0.0,0.0,2.162190454475911,4.039268992406443,0.7083333333333334
Day 2,0.6%,large,PEG,PEG_non-BSA_r1,5.0,0.6041666666666667,0.0,0.6041666666666667,4.479166666666667,4.479166666666667,3.3750000000000004,0.6041666666666667,0.0,0.0,2.188316852023989,4.117494083093331,0.7083333333333334
Day 2,0.6%,large,PEG,PEG_non-BSA_r1,5.5,2.3958333333333335,0.0,2.3958333333333335,4.479166666666667,4.479166666666667,4.458333333333334,2.3958333333333335,0.0,0.0,2.2183046953541266,4.132173674547735,0.7083333333333334
Day 2,0.6%,large,PEG,PEG_non-BSA_r1,6.0,0.7083333333333334,0.0,0.7083333333333334,4.479166666666667,4.458333333333334,3.395833333333334,0.7083333333333334,0.0,0.0,2.1693838390974394,4.04769478522057,0.7083333333333334
Day 2,0.6%,large,PEG,PEG_non-BSA_r2,0.0,0.0,0.0,0.0,4.437500000000001,0.0,0.0,0.0,0.0,0.0,,,0.7916666666666667
Day 2,0.6%,large,PEG,PEG_non-BSA_r2,0.5,0.0,0.0,0.0,4.437500000000001,0.0,0.0,0.0,0.0,0.0,1.378707634674842,3.267672056249702,0.7916666666666667
Day 2,0.6%,large,PEG,PEG_non-BSA_r2,1.0,0.0,0.0,0.0,4.437500000000001,0.0,0.0,0.0,0.0,0.0,1.4892839680885972,2.4686283938449805,0.7916666666666667
Day 2,0.6%,large,PEG,PEG_non-BSA_r2,1.5,0.0,0.0,0.0,4.437500000000001,1.7500000000000002,0.0,0.0,0.0,0.0,1.782925671806725,3.348255359931848,0.7916666666666667
Day 2,0.6%,large,PEG,PEG_non-BSA_r2,2.0,0.0,0.0,0.0,4.437500000000001,2.5833333333333335,2.229166666666667,0.0,0.0,0.0,2.0105314208445986,3.6292318964238026,0.7916666666666667
Day 2,0.6%,large,PEG,PEG_non-BSA_r2,2.5,0.0,0.0,0.0,4.437500000000001,3.437500000000001,2.375,0.0,0.0,0.0,2.269487285074103,3.832915640022745,0.7916666666666667
Day 2,0.6%,large,PEG,PEG_non-BSA_r2,3.0,0.0,0.0,0.0,4.437500000000001,3.479166666666667,-0.7083333333333334,0.0,0.0,0.0,2.4115116219073665,3.90004706449485,0.7916666666666667
Day 2,0.6%,large,PEG,PEG_non-BSA_r2,3.5,0.0,0.0,0.0,4.437500000000001,3.562500000000001,-0.7500000000000001,0.0,0.0,0.0,2.433273587089859,3.95026895552824,0.7916666666666667
Day 2,0.6%,large,PEG,PEG_non-BSA_r2,4.0,0.0,0.0,0.0,4.437500000000001,3.708333333333334,4.270833333333334,0.0,0.0,0.0,2.464245771158491,3.9643453756707614,0.7916666666666667
Day 2,0.6%,large,PEG,PEG_non-BSA_r2,4.5,0.0,0.7708333333333334,-0.7708333333333334,4.437500000000001,3.5625,-0.8125000000000001,-0.7708333333333334,-0.6875000000000001,0.0,2.5255236234791316,4.036457166455614,0.7916666666666667
Day 2,0.6%,large,PEG,PEG_non-BSA_r2,5.0,0.0,0.9166666666666667,-0.9166666666666667,4.437500000000001,3.458333333333334,3.4375000000000004,-0.9166666666666667,-0.8958333333333335,-0.8541666666666667,2.536134645502842,4.065801401691171,0.7916666666666667
Day 2,0.6%,large,PEG,PEG_non-BSA_r2,5.5,0.0,0.9791666666666667,-0.9791666666666667,4.437500000000001,3.395833333333334,3.416666666666667,-0.9791666666666667,-0.9583333333333335,-0.9166666666666667,2.558985718571225,4.083381429568086,0.7916666666666667
Day 2,0.6%,large,PEG,PEG_non-BSA_r2,6.0,0.0,0.8333333333333335,-0.8333333333333335,4.437500000000001,3.5208333333333335,3.5,-0.8333333333333335,-0.7916666666666667,-0.7291666666666667,2.507656881838197,4.015951426192748,0.7916666666666667
Day 2,0.6%,large,PEG,PEG_non-BSA_r3,0.0,0.0,0.0,0.0,4.187500000000001,0.0,0.0,0.0,0.0,0.0,,,0.8958333333333335
Day 2,0.6%,large,PEG,PEG_non-BSA_r3,0.5,0.0,0.0,0.0,4.187500000000001,0.0,0.0,0.0,0.0,0.0,0.7293028590192854,1.9133317498468951,0.8958333333333335
Day 2,0.6%,large,PEG,PEG_non-BSA_r3,1.0,0.0,0.0,0.0,4.187500000000001,0.8333333333333335,0.0,0.0,0.0,0.0,1.0701101186080324,2.3629579705661383,0.8958333333333335
Day 2,0.6%,large,PEG,PEG_non-BSA_r3,1.5,0.8125000000000001,0.0,0.8125000000000001,4.187500000000001,1.3333333333333335,1.1250000000000002,0.8125000000000001,0.0,0.0,1.150682313338676,2.402098035250902,0.8958333333333335
Day 2,0.6%,large,PEG,PEG_non-BSA_r3,2.0,1.3333333333333335,0.0,1.3333333333333335,4.187500000000001,1.9583333333333335,1.6458333333333335,1.3333333333333335,0.0,0.0,1.3972418029865112,2.7629659927642756,0.8958333333333335
Day 2,0.6%,large,PEG,PEG_non-BSA_r3,2.5,1.6250000000000002,0.0,1.6250000000000002,4.187500000000001,2.5833333333333335,2.104166666666667,1.6250000000000002,0.0,0.0,1.6319396988336965,3.082326606174385,0.8958333333333335
