path,agarose,bsa,timepoint_hr,capture_time,shot_order,gap_s
0.6 BACK/NON BSA/9 hrs/PXL_20260827_202008369.jpg,0.6,non-BSA,9.0,2026-08-27 20:20:08.369,8,18.557
0.6 BACK/NON BSA/9 hrs/PXL_20260827_202022101.jpg,0.6,non-BSA,9.0,2026-08-27 20:20:22.101,9,13.732
0.6 BACK/NON BSA/9 hrs/PXL_20260827_202056814.jpg,0.6,non-BSA,9.0,2026-08-27 20:20:56.814,10,34.713
0.6 BACK/NON BSA/9 hrs/PXL_20260827_202112888.jpg,0.6,non-BSA,9.0,2026-08-27 20:21:12.888,11,16.074
0.6 BACK/NON BSA/9 hrs/PXL_20260827_202131901.jpg,0.6,non-BSA,9.0,2026-08-27 20:21:31.901,12,19.013
0.6 BACK/NON BSA/10.5 hrs/PXL_20260827_213400683.jpg,0.6,non-BSA,10.5,2026-08-27 21:34:00.683,1,
0.6 BACK/NON BSA/10.5 hrs/PXL_20260827_213411865.jpg,0.6,non-BSA,10.5,2026-08-27 21:34:11.865,2,11.182
0.6 BACK/NON BSA/10.5 hrs/PXL_20260827_213424339.jpg,0.6,non-BSA,10.5,2026-08-27 21:34:24.339,3,12.474
0.6 BACK/NON BSA/10.5 hrs/PXL_20260827_213446676.jpg,0.6,non-BSA,10.5,2026-08-27 21:34:46.676,4,22.337
0.6 BACK/NON BSA/10.5 hrs/PXL_20260827_213525211.jpg,0.6,non-BSA,10.5,2026-08-27 21:35:25.211,5,38.535
0.6 BACK/NON BSA/10.5 hrs/PXL_20260827_213610316.jpg,0.6,non-BSA,10.5,2026-08-27 21:36:10.316,6,45.105
0.6 BACK/NON BSA/10.5 hrs/PXL_20260827_214659787.jpg,0.6,non-BSA,10.5,2026-08-27 21:46:59.787,7,649.471
0.6 BACK/NON BSA/10.5 hrs/PXL_20260827_214717529.jpg,0.6,non-BSA,10.5,2026-08-27 21:47:17.529,8,17.742
0.6 BACK/NON BSA/10.5 hrs/PXL_20260827_214741580.jpg,0.6,non-BSA,10.5,2026-08-27 21:47:41.580,9,24.051
0.6 BACK/NON BSA/10.5 hrs/PXL_20260827_214833692.jpg,0.6,non-BSA,10.5,2026-08-27 21:48:33.692,10,52.112
0.6 BACK/NON BSA/10.5 hrs/PXL_20260827_214846845.jpg,0.6,non-BSA,10.5,2026-08-27 21:48:46.845,11,13.153
0.6 BACK/NON BSA/10.5 hrs/PXL_20260827_214857761.jpg,0.6,non-BSA,10.5,2026-08-27 21:48:57.761,12,10.916
0.6 BACK/NON BSA/12 hrs/PXL_20260827_225710934.jpg,0.6,non-BSA,12.0,2026-08-27 22:57:10.934,1,
0.6 BACK/NON BSA/12 hrs/PXL_20260827_225741485.jpg,0.6,non-BSA,12.0,2026-08-27 22:57:41.485,2,30.551
0.6 BACK/NON BSA/12 hrs/PXL_20260827_225825698.jpg,0.6,non-BSA,12.0,2026-08-27 22:58:25.698,3,44.213
0.6 BACK/NON BSA/12 hrs/PXL_20260827_225855047.jpg,0.6,non-BSA,12.0,2026-08-27 22:58:55.047,4,29.349
0.6 BACK/NON BSA/12 hrs/PXL_20260827_225905696.jpg,0.6,non-BSA,12.0,2026-08-27 22:59:05.696,5,10.649
0.6 BACK/NON BSA/12 hrs/PXL_20260827_225925599.jpg,0.6,non-BSA,12.0,2026-08-27 22:59:25.599,6,19.903
0.6 BACK/NON BSA/12 hrs/PXL_20260827_231002599.jpg,0.6,non-BSA,12.0,2026-08-27 23:10:02.599,7,637.0
0.6 BACK/NON BSA/12 hrs/PXL_20260827_231041431.jpg,0.6,non-BSA,12.0,2026-08-27 23:10:41.431,8,38.832
0.6 BACK/NON BSA/12 hrs/PXL_20260827_231103164.jpg,0.6,non-BSA,12.0,2026-08-27 23:11:03.164,9,21.733
0.6 BACK/NON BSA/12 hrs/PXL_20260827_231147704.jpg,0.6,non-BSA,12.0,2026-08-27 23:11:47.704,10,44.54
0.6 BACK/NON BSA/12 hrs/PXL_20260827_231211243.jpg,0.6,non-BSA,12.0,2026-08-27 23:12:11.243,11,23.539
0.6 BACK/NON BSA/12 hrs/PXL_20260827_231232825.jpg,0.6,non-BSA,12.0,2026-08-27 23:12:32.825,12,21.582
0.6 BACK/NON BSA/21.5 hrs/PXL_20260828_084153934.jpg,0.6,non-BSA,21.5,2026-08-28 08:41:53.934,1,
0.6 BACK/NON BSA/21.5 hrs/PXL_20260828_084231375.jpg,0.6,non-BSA,21.5,2026-08-28 08:42:31.375,2,37.441
0.6 BACK/NON BSA/21.5 hrs/PXL_20260828_084249640.jpg,0.6,non-BSA,21.5,2026-08-28 08:42:49.640,3,18.265
0.6 BACK/NON BSA/21.5 hrs/PXL_20260828_084327210.jpg,0.6,non-BSA,21.5,2026-08-28 08:43:27.210,4,37.57
0.6 BACK/NON BSA/21.5 hrs/PXL_20260828_084402659.jpg,0.6,non-BSA,21.5,2026-08-28 08:44:02.659,5,35.449
0.6 BACK/NON BSA/21.5 hrs/PXL_20260828_084427580.jpg,0.6,non-BSA,21.5,2026-08-28 08:44:27.580,6,24.921
0.6 BACK/NON BSA/21.5 hrs/PXL_20260828_085720753.jpg,0.6,non-BSA,21.5,2026-08-28 08:57:20.753,7,773.173
0.6 BACK/NON BSA/21.5 hrs/PXL_20260828_085734553.jpg,0.6,non-BSA,21.5,2026-08-28 08:57:34.553,8,13.8
0.6 BACK/NON BSA/21.5 hrs/PXL_20260828_085758291.jpg,0.6,non-BSA,21.5,2026-08-28 08:57:58.291,9,23.738
0.6 BACK/NON BSA/21.5 hrs/PXL_20260828_085932728.jpg,0.6,non-BSA,21.5,2026-08-28 08:59:32.728,10,94.437
0.6 BACK/NON BSA/21.5 hrs/PXL_20260828_085941905.jpg,0.6,non-BSA,21.5,2026-08-28 08:59:41.905,11,9.177
0.6 BACK/NON BSA/21.5 hrs/PXL_20260828_085953523.jpg,0.6,non-BSA,21.5,2026-08-28 08:59:53.523,12,11.618
